,ID,k,r,c,a SSE Action,b SSE Action,SSEAction,R2_SSE_Action,a SSE External,b SSE External,SSEExternal,R2_SSE_External
151,14,12,-2.81,0.0001,18.642448886210566,379.8275328918818,2.1407576622288004e-15,1.0,-3.21540161513669,455.89030511355486,2.8103316699150618e-14,1.0
152,14,13,-2.81,0.0001,19.353952321564112,379.37808237307445,8.18847127686863e-13,1.0,-3.338120452500808,455.9678265482706,1.0269447274960385e-12,0.9999999999999998
153,14,14,-2.81,0.0001,20.042310735986998,378.93769165669545,3.1411756481730457e-12,1.0,-3.4568464727590977,456.04378341339697,1.955128292330841e-15,1.0
154,15,1,-2.81,0.0001,7.824614715229786,519.6135855853734,1.3599809114327292e-14,1.0,2.0045058126457524,589.8579056953389,1.3397944723932215e-14,1.0
155,15,2,-2.81,0.0001,9.501006350436885,518.9248781212884,9.165119723483195e-15,1.0,2.4339629709324164,589.68147294491,1.001145636710675e-14,1.0
156,15,3,-2.81,0.0001,10.988346577789713,518.0019406371562,1.7434371301609394e-12,1.0,2.8149890224182474,589.4450350378088,1.7963515561142269e-13,1.0
157,15,4,-2.81,0.0001,12.323907856152534,517.1181855877809,1.5006876290941046e-13,1.0,3.15713246603204,589.2186352260975,1.0516764606941292e-14,1.0
158,15,5,-2.81,0.0001,13.538180866054715,516.3172492257341,4.3854058135420335e-13,1.0,3.468204453826252,589.0134510410064,6.564062135166747e-14,1.0
159,15,6,-2.81,0.0001,14.654340258488123,515.5947218138125,5.241692485592418e-13,0.9999999999999996,3.7541397619107486,588.8283631062936,2.1786216816244545e-11,1.0
160,15,7,-2.81,0.0001,15.690277708867331,514.936438816201,5.337249573101993e-13,1.0,4.019527437030111,588.6597162453106,5.235115916106177e-15,1.0
161,15,8,-2.81,0.0001,16.659890858996658,514.3288700247986,2.708929778475163e-13,1.0,4.267922421204423,588.5040696757823,5.665655445232056e-15,1.0
162,15,9,-2.81,0.0001,17.57414903278823,513.7607721814871,2.2146834152405123e-13,1.0,4.502138321238918,588.3585276805723,1.4096496471736116e-11,1.0
163,15,10,-2.81,0.0001,18.441845477106046,513.2230838134417,1.8526844319569184e-13,1.0,4.724422487314246,588.2207903243715,2.064829944300346e-13,0.9999999999999996
164,15,11,-2.81,0.0001,19.27010483033273,512.7086092307538,7.516916532684198e-15,1.0,4.936605304840998,588.0889930757205,8.348204727386596e-13,1.0
